Tanggal,Waktu,Tekanan 
2018-04-09,19:43:41,2586
2018-04-09,19:46:12,1722
2018-04-09,19:48:50,2777
2018-04-09,19:51:23,1927
2018-04-09,19:53:59,2132
2018-04-09,19:56:30,2103
2018-04-09,19:59:08,2323
2018-04-09,20:01:39,2674
2018-04-09,20:04:15,2132
2018-04-09,20:06:47,1971
2018-04-09,20:09:26,2704
2018-04-09,20:12:00,2015
2018-04-09,20:14:31,2601
2018-04-09,20:17:08,2015
2018-04-09,20:19:40,1913
2018-04-09,20:22:17,3055
2018-04-09,20:24:48,2000
2018-04-09,20:27:26,1737
2018-04-09,20:30:00,1942
2018-04-09,20:35:55,1942
2018-04-09,20:38:32,1869
2018-04-09,20:41:04,1854
2018-04-09,20:43:42,2660
2018-04-09,20:46:13,2250
2018-04-09,20:48:50,1839
2018-04-09,20:51:21,2440
2018-04-09,20:53:59,1766
2018-04-09,20:56:30,1693
2018-04-09,20:59:08,2279
2018-04-09,21:01:46,1429
2018-04-09,21:04:21,1620
2018-04-09,21:06:54,2220
2018-04-09,21:09:26,1253
2018-04-09,21:12:03,1488
2018-04-09,21:14:35,1957
2018-04-09,21:17:12,1253
2018-04-09,21:19:44,1166
2018-04-09,21:22:21,1092
2018-04-09,21:24:55,1649
2018-04-09,21:27:31,902
2018-04-09,21:30:04,1048
2018-04-09,21:32:39,902
2018-04-09,21:35:13,858
2018-04-09,21:37:49,741
2018-04-09,21:40:27,594
2018-04-09,21:42:57,667
2018-04-09,21:45:35,624
2018-04-09,21:48:10,521
2018-04-09,21:50:44,682
2018-04-09,21:53:17,580
2018-04-09,21:55:53,536
2018-04-09,21:58:24,1151
2018-04-09,22:01:03,1678
2018-04-09,22:03:33,580
2018-04-09,22:06:11,477
2018-04-09,22:08:41,580
2018-04-09,22:14:00,477
2018-04-09,22:19:18,243
2018-04-09,22:21:53,433
2018-04-09,22:24:45,418
2018-04-09,22:27:23,375
2018-04-09,22:30:00,975
2018-04-09,22:32:41,448
2018-04-09,22:35:19,404
2018-04-09,22:37:58,418
2018-04-09,22:40:33,404
2018-04-09,22:43:08,506
2018-04-09,22:45:46,418
2018-04-09,22:48:18,418
2018-04-09,22:50:55,785
2018-04-09,22:53:31,184
2018-04-09,22:56:08,448
2018-04-09,22:58:47,536
2018-04-09,23:01:25,462
2018-04-09,23:03:59,243
2018-04-09,23:06:37,38
2018-04-09,23:09:13,375
2018-04-09,23:11:50,360
2018-04-09,23:14:24,418
2018-04-09,23:17:03,609
2018-04-09,23:19:37,477
2018-04-09,23:22:14,418
2018-04-09,23:24:53,404
2018-04-09,23:27:31,360
2018-04-09,23:30:13,770
2018-04-09,23:32:50,418
2018-04-09,23:35:24,448
2018-04-09,23:38:01,462
2018-04-09,23:40:39,770
2018-04-09,23:43:16,345
2018-04-09,23:45:52,404
2018-04-09,23:48:30,272
2018-04-09,23:51:04,8
2018-04-09,23:53:41,213
2018-04-09,23:56:17,477
2018-04-09,23:58:54,301
2018-04-10,00:01:34,448
2018-04-10,00:04:12,433
2018-04-10,00:06:51,418
2018-04-10,00:09:34,360
2018-04-10,00:14:43,506
2018-04-10,00:17:18,287
2018-04-10,00:20:01,418
2018-04-10,00:22:39,418
2018-04-10,00:25:41,360
2018-04-10,00:28:14,448
2018-04-10,00:30:50,375
2018-04-10,00:33:28,462
2018-04-10,00:36:09,521
2018-04-10,00:38:48,199
2018-04-10,00:41:30,477
2018-04-10,00:44:02,462
2018-04-10,00:46:49,462
2018-04-10,00:51:57,1444
2018-04-10,00:54:31,301
2018-04-10,00:57:10,389
2018-04-10,01:02:19,521
2018-04-10,01:04:51,477
2018-04-10,01:07:29,1253
2018-04-10,01:10:04,404
2018-04-10,01:12:39,448
2018-04-10,01:15:16,1400
2018-04-10,01:17:50,360
2018-04-10,01:20:29,462
2018-04-10,01:23:03,609
2018-04-10,01:25:39,287
2018-04-10,01:28:12,433
2018-04-10,01:30:48,462
2018-04-10,01:33:19,301
2018-04-10,01:35:59,316
2018-04-10,01:38:29,448
2018-04-10,01:41:11,404
2018-04-10,01:43:45,404
2018-04-10,01:46:23,448
2018-04-10,01:49:04,462
2018-04-10,01:51:39,1458
2018-04-10,01:54:12,477
2018-04-10,01:56:46,1092
2018-04-10,01:59:21,1371
2018-04-10,02:01:57,301
2018-04-10,02:04:38,433
2018-04-10,02:07:12,492
2018-04-10,02:09:44,506
2018-04-10,02:12:16,492
2018-04-10,02:15:04,433
2018-04-10,02:17:41,331
2018-04-10,02:20:17,287
2018-04-10,02:25:21,960
2018-04-10,02:28:00,506
2018-04-10,02:33:09,682
2018-04-10,02:35:45,360
2018-04-10,02:38:26,345
2018-04-10,02:41:03,521
2018-04-10,02:43:37,462
2018-04-10,02:46:08,975
2018-04-10,02:48:45,536
2018-04-10,02:51:20,916
2018-04-10,02:53:58,506
2018-04-10,02:56:29,1136
2018-04-10,02:59:06,448
2018-04-10,03:01:42,565
2018-04-10,03:04:18,536
2018-04-10,03:06:54,1180
2018-04-10,03:09:32,887
2018-04-10,03:12:07,1620
2018-04-10,03:17:14,653
2018-04-10,03:19:50,565
2018-04-10,03:22:24,565
2018-04-10,03:24:57,1546
2018-04-10,03:27:30,682
2018-04-10,03:30:04,580
2018-04-10,03:32:45,682
2018-04-10,03:35:15,697
2018-04-10,03:37:51,550
2018-04-10,03:40:22,1122
2018-04-10,03:43:00,960
2018-04-10,03:45:37,272
2018-04-10,03:48:13,697
2018-04-10,03:50:50,580
2018-04-10,03:53:26,506
2018-04-10,03:58:29,1327
2018-04-10,04:01:11,638
2018-04-10,04:03:43,726
2018-04-10,04:06:26,726
2018-04-10,04:09:00,1297
2018-04-10,04:11:37,682
2018-04-10,04:14:25,609
2018-04-10,04:16:56,873
2018-04-10,04:19:32,609
2018-04-10,04:22:03,1312
2018-04-10,04:24:39,741
2018-04-10,04:29:45,711
2018-04-10,04:32:25,741
2018-04-10,04:35:11,711
2018-04-10,04:37:39,667
2018-04-10,04:40:20,609
2018-04-10,04:42:53,653
2018-04-10,04:45:30,1239
2018-04-10,04:48:02,565
2018-04-10,04:50:40,770
2018-04-10,04:53:11,711
2018-04-10,04:55:45,624
2018-04-10,04:58:24,1136
2018-04-10,05:01:03,609
2018-04-10,05:03:32,799
2018-04-10,05:06:09,741
2018-04-10,05:08:41,1356
2018-04-10,05:11:19,858
2018-04-10,05:13:50,843
2018-04-10,05:16:31,580
2018-04-10,05:19:12,697
2018-04-10,05:21:57,799
2018-04-10,05:27:19,726
2018-04-10,05:29:56,667
2018-04-10,05:32:45,1122
2018-04-10,05:35:16,755
2018-04-10,05:37:54,741
2018-04-10,05:40:27,785
2018-04-10,05:43:14,829
2018-04-10,05:45:55,697
2018-04-10,05:51:04,814
2018-04-10,05:53:53,653
2018-04-10,05:56:32,770
2018-04-10,05:59:24,755
2018-04-10,06:02:42,829
2018-04-10,06:05:27,843
2018-04-10,06:08:00,755
2018-04-10,06:10:37,741
2018-04-10,06:13:09,814
2018-04-10,06:15:43,667
2018-04-10,06:18:21,799
2018-04-10,06:20:52,829
2018-04-10,06:23:31,741
2018-04-10,06:26:02,829
2018-04-10,06:28:34,785
2018-04-10,06:31:06,711
2018-04-10,06:33:42,1458
2018-04-10,06:36:19,1195
2018-04-10,06:38:53,1312
2018-04-10,06:41:30,1810
2018-04-10,06:44:10,741
2018-04-10,06:46:47,814
2018-04-10,06:49:26,902
2018-04-10,06:52:03,960
2018-04-10,06:54:40,843
2018-04-10,06:57:17,814
2018-04-10,06:59:52,931
2018-04-10,07:02:28,829
2018-04-10,07:05:02,858
2018-04-10,07:07:42,814
2018-04-10,07:10:21,873
2018-04-10,07:12:57,1034
2018-04-10,07:15:34,829
2018-04-10,07:18:09,916
2018-04-10,07:20:47,858
2018-04-10,07:23:29,711
2018-04-10,07:26:01,873
2018-04-10,07:28:37,580
2018-04-10,07:31:13,902
2018-04-10,07:33:50,902
2018-04-10,07:36:26,931
2018-04-10,07:39:00,990
2018-04-10,07:41:36,785
2018-04-10,07:44:13,887
2018-04-10,07:46:47,1224
2018-04-10,07:49:21,960
2018-04-10,07:52:03,1034
2018-04-10,07:54:39,960
2018-04-10,07:57:20,916
2018-04-10,07:59:58,902
2018-04-10,08:02:32,931
2018-04-10,08:05:12,755
2018-04-10,08:07:51,565
2018-04-10,08:10:29,726
2018-04-10,08:13:12,960
2018-04-10,08:15:49,1444
2018-04-10,08:18:25,770
2018-04-10,08:21:03,741
2018-04-10,08:23:41,902
2018-04-10,08:26:17,814
2018-04-10,08:29:14,858
2018-04-10,08:31:48,785
2018-04-10,08:34:36,799
2018-04-10,08:37:10,667
2018-04-10,08:39:46,726
2018-04-10,08:42:26,682
2018-04-10,08:45:12,785
2018-04-10,08:47:48,814
2018-04-10,08:50:24,565
2018-04-10,08:53:00,726
2018-04-10,08:55:47,667
2018-04-10,08:58:22,638
2018-04-10,09:01:01,697
2018-04-10,09:03:42,711
2018-04-10,09:06:16,653
2018-04-10,09:09:12,682
2018-04-10,09:14:38,770
2018-04-10,09:17:17,726
2018-04-10,09:19:55,594
2018-04-10,09:22:39,360
2018-04-10,09:25:21,931
2018-04-10,09:28:07,418
2018-04-10,09:30:43,418
2018-04-10,09:33:20,345
2018-04-10,09:36:12,711
2018-04-10,09:38:48,580
2018-04-10,09:41:24,638
2018-04-10,09:44:05,697
2018-04-10,09:46:43,580
2018-04-10,09:49:33,345
2018-04-10,09:52:19,580
2018-04-10,09:55:03,653
2018-04-10,10:00:37,389
2018-04-10,10:03:09,1166
2018-04-10,10:05:46,594
2018-04-10,10:08:21,228
2018-04-10,10:10:57,682
2018-04-10,10:13:35,404
2018-04-10,10:16:10,565
2018-04-10,10:21:30,418
2018-04-10,10:24:09,521
2018-04-10,10:26:59,418
2018-04-10,10:29:34,536
2018-04-10,10:32:13,653
2018-04-10,10:34:49,506
2018-04-10,10:37:27,521
2018-04-10,10:40:05,492
2018-04-10,10:42:46,536
2018-04-10,10:45:23,536
2018-04-10,10:47:59,550
2018-04-10,10:50:32,492
2018-04-10,10:53:12,477
2018-04-10,10:55:47,448
2018-04-10,10:58:24,375
2018-04-10,11:01:05,199
2018-04-10,11:03:42,433
2018-04-10,11:06:18,418
2018-04-10,11:08:54,301
2018-04-10,11:11:29,418
2018-04-10,11:14:11,169
2018-04-10,11:16:46,667
2018-04-10,11:19:25,492
2018-04-10,11:21:58,638
2018-04-10,11:24:41,375
2018-04-10,11:27:22,257
2018-04-10,11:29:59,448
2018-04-10,11:32:36,506
2018-04-10,11:35:16,331
2018-04-10,11:37:51,477
2018-04-10,11:40:35,418
2018-04-10,11:43:27,331
2018-04-10,11:46:04,404
2018-04-10,11:48:47,257
2018-04-10,11:51:23,375
2018-04-10,11:54:23,316
2018-04-10,11:57:00,492
2018-04-10,11:59:42,814
2018-04-10,12:02:20,536
2018-04-10,12:05:14,667
2018-04-10,12:10:51,433
2018-04-10,12:13:48,536
2018-04-10,12:16:26,565
2018-04-10,12:19:13,331
2018-04-10,12:22:22,536
2018-04-10,12:24:59,594
2018-04-10,12:27:38,624
2018-04-10,12:30:28,682
2018-04-10,12:33:05,667
2018-04-10,12:35:47,550
2018-04-10,12:38:37,741
2018-04-10,12:41:21,726
2018-04-10,12:43:58,799
2018-04-10,12:46:35,755
2018-04-10,12:49:25,770
2018-04-10,12:52:32,609
2018-04-10,12:55:25,638
2018-04-10,12:58:12,770
2018-04-10,13:00:51,741
2018-04-10,13:03:43,873
2018-04-10,13:06:25,755
2018-04-10,13:09:13,799
2018-04-10,13:11:50,638
2018-04-10,13:14:34,975
2018-04-10,13:17:11,755
2018-04-10,13:19:47,682
2018-04-10,13:22:39,785
2018-04-10,13:25:18,785
2018-04-10,13:27:56,829
2018-04-10,13:30:27,858
2018-04-10,13:33:12,594
2018-04-10,13:35:48,858
2018-04-10,13:38:25,770
2018-04-10,13:41:05,638
2018-04-10,13:43:40,785
2018-04-10,13:46:16,653
2018-04-10,13:48:53,814
2018-04-10,13:51:32,843
2018-04-10,13:54:07,843
2018-04-10,13:56:47,799
2018-04-10,13:59:22,785
2018-04-10,14:01:55,829
2018-04-10,14:04:34,843
2018-04-10,14:09:55,960
2018-04-10,14:12:30,829
2018-04-10,14:15:09,843
2018-04-10,14:17:52,814
2018-04-10,14:20:29,814
2018-04-10,14:23:11,887
2018-04-10,14:25:49,887
2018-04-10,14:28:27,887
2018-04-10,14:31:06,873
2018-04-10,14:33:51,829
2018-04-10,14:39:15,711
2018-04-10,14:42:01,990
2018-04-10,14:44:40,873
2018-04-10,14:47:21,843
2018-04-10,14:49:58,887
2018-04-10,14:52:30,990
2018-04-10,14:55:08,799
2018-04-10,14:57:47,990
2018-04-10,15:00:24,1078
2018-04-10,15:03:10,931
2018-04-10,15:05:51,1034
2018-04-10,15:08:43,1034
2018-04-10,15:13:59,1473
2018-04-10,15:16:35,1341
2018-04-10,15:19:18,1136
2018-04-10,15:22:00,1151
2018-04-10,15:24:40,1224
2018-04-10,15:27:17,1209
2018-04-10,15:29:54,1268
2018-04-10,15:32:29,1136
2018-04-10,15:35:06,1195
2018-04-10,15:37:42,1283
2018-04-10,15:40:22,1297
2018-04-10,15:42:53,1283
2018-04-10,15:45:30,1136
2018-04-10,15:48:07,1385
2018-04-10,15:50:44,1268
2018-04-10,15:53:20,1253
2018-04-10,15:56:02,1297
2018-04-10,15:58:36,1356
2018-04-10,16:01:12,1341
2018-04-10,16:03:40,1371
2018-04-10,16:06:14,1400
2018-04-10,16:08:51,1371
2018-04-10,16:14:13,1590
2018-04-10,16:16:58,1488
2018-04-10,16:19:40,1400
2018-04-10,16:22:15,1561
2018-04-10,16:24:59,1429
2018-04-10,16:30:29,1458
2018-04-10,16:33:06,1546
2018-04-10,16:35:48,1488
2018-04-10,16:38:28,1546
2018-04-10,16:41:05,1576
2018-04-10,16:43:47,1532
2018-04-10,16:46:24,1400
2018-04-10,16:49:07,1708
2018-04-10,16:51:48,1649
2018-04-10,16:54:34,1708
2018-04-10,16:57:28,1620
2018-04-10,17:00:11,1502
2018-04-10,17:02:54,1634
2018-04-10,17:05:33,2118
2018-04-10,17:08:13,1751
2018-04-10,17:10:46,1825
2018-04-10,17:13:24,1634
2018-04-10,17:16:03,1854
2018-04-10,17:18:42,1839
2018-04-10,17:21:25,2000
2018-04-10,17:24:04,2059
2018-04-10,17:26:46,1971
2018-04-10,17:29:42,2118
2018-04-10,17:32:27,2162
2018-04-10,17:35:08,2176
2018-04-10,17:37:55,2220
2018-04-10,17:40:36,2323
2018-04-10,17:43:14,2337
2018-04-10,17:46:07,2367
2018-04-10,17:49:00,2250
2018-04-10,17:51:38,2352
2018-04-10,17:54:19,2176
2018-04-10,17:56:59,2162
2018-04-10,17:59:36,2367
2018-04-10,18:02:14,2337
2018-04-10,18:04:49,2352
2018-04-10,18:07:26,2220
2018-04-10,18:10:02,2264
2018-04-10,18:12:41,2323
2018-04-10,18:15:19,2191
2018-04-10,18:17:55,2411
2018-04-10,18:20:22,2440
2018-04-10,18:23:01,2484
2018-04-10,18:25:36,2499
2018-04-10,18:28:12,2953
2018-04-10,18:30:49,2411
2018-04-10,18:33:28,2484
2018-04-10,18:38:47,2308
2018-04-10,18:41:21,2469
2018-04-10,18:44:14,2381
2018-04-10,18:46:52,2308
2018-04-10,18:49:29,2469
2018-04-10,18:52:04,2396
2018-04-10,18:54:43,2499
2018-04-10,18:57:18,2206
2018-04-10,19:00:06,2499
2018-04-10,19:02:41,2396
2018-04-10,19:05:19,2030
2018-04-10,19:10:36,2455
2018-04-10,19:13:17,2381
2018-04-10,19:15:56,2557
2018-04-10,19:18:42,2352
2018-04-10,19:21:23,2264
2018-04-10,19:23:59,2396
2018-04-10,19:26:35,2528
2018-04-10,19:29:11,2440
2018-04-10,19:31:50,2469
2018-04-10,19:34:27,2264
2018-04-10,19:37:08,2660
2018-04-10,19:39:43,2279
2018-04-10,19:42:27,2191
2018-04-10,19:45:03,2469
2018-04-10,19:47:43,2440
2018-04-10,19:50:19,2264
2018-04-10,19:53:15,2337
2018-04-10,19:55:51,2484
2018-04-10,19:58:29,2396
2018-04-10,20:01:03,2499
2018-04-10,20:03:50,2293
2018-04-10,20:06:24,2411
2018-04-10,20:09:32,2381
2018-04-10,20:12:10,2396
2018-04-10,20:14:48,2396
2018-04-10,20:17:24,2293
2018-04-10,20:20:01,2191
2018-04-10,20:22:35,2162
2018-04-10,20:25:14,2279
2018-04-10,20:27:52,2337
2018-04-10,20:30:26,2176
2018-04-10,20:33:01,2279
2018-04-10,20:35:38,2279
2018-04-10,20:38:13,2015
2018-04-10,20:40:52,2455
2018-04-10,20:43:25,2015
2018-04-10,20:46:31,2381
2018-04-10,20:49:05,2059
2018-04-10,20:51:49,2044
2018-04-10,20:54:25,2000
2018-04-10,20:57:09,1913
2018-04-10,20:59:45,1898
2018-04-10,21:02:41,1664
2018-04-10,21:05:17,1708
2018-04-10,21:07:53,1649
2018-04-10,21:10:29,1664
2018-04-10,21:13:10,1546
2018-04-10,21:15:45,1385
2018-04-10,21:18:40,1253
2018-04-10,21:21:18,1195
2018-04-10,21:23:58,1371
2018-04-10,21:29:18,1004
2018-04-10,21:31:54,1224
2018-04-10,21:34:31,887
2018-04-10,21:37:05,799
2018-04-10,21:39:45,755
2018-04-10,21:42:23,697
2018-04-10,21:45:31,946
2018-04-10,21:48:06,580
2018-04-10,21:50:44,624
2018-04-10,21:53:21,492
2018-04-10,21:56:00,667
2018-04-10,21:58:40,931
2018-04-10,22:01:16,433
2018-04-10,22:03:51,536
2018-04-10,22:06:32,213
2018-04-10,22:09:06,550
2018-04-10,22:11:46,638
2018-04-10,22:14:24,389
2018-04-10,22:19:42,433
2018-04-10,22:22:18,477
2018-04-10,22:24:51,770
2018-04-10,22:27:33,257
2018-04-10,22:30:11,331
2018-04-10,22:32:50,492
2018-04-10,22:35:25,257
2018-04-10,22:38:06,345
2018-04-10,22:40:42,741
2018-04-10,22:43:18,521
2018-04-10,22:45:55,243
2018-04-10,22:48:32,594
2018-04-10,22:51:18,316
2018-04-10,22:54:11,243
2018-04-10,22:56:46,287
2018-04-10,22:59:36,375
2018-04-10,23:02:13,389
2018-04-10,23:04:52,375
2018-04-10,23:07:29,272
2018-04-10,23:10:07,755
2018-04-10,23:12:49,389
2018-04-10,23:15:31,609
2018-04-10,23:18:11,462
2018-04-10,23:20:48,375
2018-04-10,23:23:26,389
2018-04-10,23:26:04,375
2018-04-10,23:28:54,389
2018-04-10,23:34:07,462
2018-04-10,23:36:56,448
2018-04-10,23:39:30,550
2018-04-10,23:42:23,624
2018-04-10,23:45:09,433
2018-04-10,23:47:49,404
2018-04-10,23:50:25,360
2018-04-10,23:53:03,404
2018-04-10,23:55:38,199
2018-04-10,23:58:17,418
2018-04-11,00:00:54,418
2018-04-11,00:03:33,257
2018-04-11,00:06:11,404
2018-04-11,00:08:48,169
2018-04-11,00:11:28,594
2018-04-11,00:14:09,389
2018-04-11,00:16:43,755
2018-04-11,00:19:21,360
2018-04-11,00:21:52,638
2018-04-11,00:24:27,38
2018-04-11,00:27:09,975
2018-04-11,00:29:47,638
2018-04-11,00:32:27,404
2018-04-11,00:35:02,272
2018-04-11,00:37:38,418
2018-04-11,00:40:27,521
2018-04-11,00:43:02,433
2018-04-11,00:45:42,433
2018-04-11,00:48:23,257
2018-04-11,00:50:59,375
2018-04-11,00:53:35,418
2018-04-11,00:56:15,653
2018-04-11,00:58:51,272
2018-04-11,01:01:26,638
2018-04-11,01:04:03,462
2018-04-11,01:06:36,228
2018-04-11,01:09:15,433
2018-04-11,01:12:00,228
2018-04-11,01:14:35,521
2018-04-11,01:17:13,331
2018-04-11,01:19:50,287
2018-04-11,01:22:27,462
2018-04-11,01:25:01,345
2018-04-11,01:27:36,448
2018-04-11,01:30:13,433
2018-04-11,01:32:53,331
2018-04-11,01:35:30,360
2018-04-11,01:38:08,375
2018-04-11,01:40:42,770
2018-04-11,01:43:21,360
2018-04-11,01:45:59,287
2018-04-11,01:48:41,785
2018-04-11,01:51:16,433
2018-04-11,01:53:54,125
2018-04-11,01:56:37,345
2018-04-11,01:59:11,404
2018-04-11,02:01:48,462
2018-04-11,02:04:25,448
2018-04-11,02:06:59,418
2018-04-11,02:09:34,536
2018-04-11,02:12:10,389
2018-04-11,02:14:48,477
2018-04-11,02:17:29,360
2018-04-11,02:20:07,448
2018-04-11,02:22:42,301
2018-04-11,02:25:20,550
2018-04-11,02:27:56,462
2018-04-11,02:30:32,536
2018-04-11,02:33:13,331
2018-04-11,02:35:49,448
2018-04-11,02:38:28,492
2018-04-11,02:41:04,448
2018-04-11,02:43:41,550
2018-04-11,02:46:17,521
2018-04-11,02:48:53,609
2018-04-11,02:54:29,506
2018-04-11,02:57:06,594
2018-04-11,02:59:44,521
2018-04-11,03:02:15,609
2018-04-11,03:04:52,711
2018-04-11,03:07:27,785
2018-04-11,03:10:04,492
2018-04-11,03:12:37,536
2018-04-11,03:15:14,667
2018-04-11,03:17:49,462
2018-04-11,03:20:30,711
2018-04-11,03:23:06,667
2018-04-11,03:25:42,448
2018-04-11,03:28:15,609
2018-04-11,03:30:51,667
2018-04-11,03:33:25,653
2018-04-11,03:36:11,550
2018-04-11,03:38:48,667
2018-04-11,03:41:25,931
2018-04-11,03:44:01,1048
2018-04-11,03:46:35,799
2018-04-11,03:49:10,638
2018-04-11,03:51:50,536
2018-04-11,03:54:27,580
2018-04-11,03:57:04,653
2018-04-11,03:59:45,1092
2018-04-11,04:02:21,667
2018-04-11,04:04:55,741
2018-04-11,04:07:32,667
2018-04-11,04:10:17,697
2018-04-11,04:13:06,389
2018-04-11,04:16:00,697
2018-04-11,04:18:35,726
2018-04-11,04:21:20,770
2018-04-11,04:23:54,653
2018-04-11,04:26:32,726
2018-04-11,04:29:11,726
2018-04-11,04:31:44,565
2018-04-11,04:34:24,711
2018-04-11,04:37:01,799
2018-04-11,04:39:45,741
2018-04-11,04:42:22,580
2018-04-11,04:45:01,638
2018-04-11,04:47:37,580
2018-04-11,04:50:13,711
2018-04-11,04:52:50,638
2018-04-11,04:55:25,638
2018-04-11,04:58:04,741
2018-04-11,05:00:41,697
2018-04-11,05:03:26,829
2018-04-11,05:06:04,726
2018-04-11,05:08:43,799
2018-04-11,05:11:25,682
2018-04-11,05:14:06,624
2018-04-11,05:16:42,697
2018-04-11,05:21:56,1122
2018-04-11,05:24:32,667
2018-04-11,05:27:08,697
2018-04-11,05:29:41,770
2018-04-11,05:32:20,653
2018-04-11,05:34:58,638
2018-04-11,05:37:34,785
2018-04-11,05:40:14,653
2018-04-11,05:42:55,682
2018-04-11,05:45:33,858
2018-04-11,05:48:20,843
2018-04-11,05:51:06,931
2018-04-11,05:53:43,711
2018-04-11,05:56:17,770
2018-04-11,05:58:59,638
2018-04-11,06:01:39,799
2018-04-11,06:04:17,580
2018-04-11,06:06:54,682
2018-04-11,06:09:33,770
2018-04-11,06:12:18,711
2018-04-11,06:14:53,755
2018-04-11,06:17:31,799
2018-04-11,06:20:07,829
2018-04-11,06:22:50,1122
2018-04-11,06:25:25,785
2018-04-11,06:28:04,946
2018-04-11,06:30:41,697
2018-04-11,06:33:17,785
2018-04-11,06:35:58,843
2018-04-11,06:38:37,1253
2018-04-11,06:41:11,916
2018-04-11,06:43:49,755
2018-04-11,06:46:29,931
2018-04-11,06:49:07,1107
2018-04-11,06:51:42,960
2018-04-11,06:54:30,916
2018-04-11,06:57:05,1034
2018-04-11,06:59:48,1063
2018-04-11,07:02:24,1063
2018-04-11,07:05:03,946
2018-04-11,07:07:41,960
2018-04-11,07:10:20,711
2018-04-11,07:12:56,829
2018-04-11,07:15:36,916
2018-04-11,07:18:13,990
2018-04-11,07:20:52,1092
2018-04-11,07:23:27,902
2018-04-11,07:26:05,1283
2018-04-11,07:28:46,1078
2018-04-11,07:31:23,931
2018-04-11,07:34:07,990
2018-04-11,07:36:42,1268
2018-04-11,07:39:15,931
2018-04-11,07:41:54,975
2018-04-11,07:44:34,1048
2018-04-11,07:47:09,887
2018-04-11,07:49:44,785
2018-04-11,07:52:21,902
2018-04-11,07:55:04,1004
2018-04-11,07:57:47,1019
2018-04-11,08:00:25,829
2018-04-11,08:03:02,916
2018-04-11,08:05:35,799
2018-04-11,08:08:11,1297
2018-04-11,08:10:55,858
2018-04-11,08:13:30,843
2018-04-11,08:16:10,536
2018-04-11,08:21:24,697
2018-04-11,08:24:02,814
2018-04-11,08:26:57,492
2018-04-11,08:29:31,521
2018-04-11,08:32:11,755
2018-04-11,08:34:49,638
2018-04-11,08:37:25,638
2018-04-11,08:40:05,624
2018-04-11,08:42:52,843
2018-04-11,08:45:36,814
2018-04-11,08:48:17,667
2018-04-11,08:50:56,565
2018-04-11,08:53:29,624
2018-04-11,08:56:14,653
2018-04-11,08:58:50,741
2018-04-11,09:01:27,829
2018-04-11,09:04:06,682
2018-04-11,09:06:52,697
2018-04-11,09:09:32,653
2018-04-11,09:12:17,521
2018-04-11,09:15:13,667
2018-04-11,09:18:09,448
2018-04-11,09:20:58,2088
2018-04-11,09:23:39,682
2018-04-11,09:26:13,667
2018-04-11,09:28:56,638
2018-04-11,09:31:26,565
2018-04-11,09:36:45,594
2018-04-11,09:39:16,594
2018-04-11,09:44:25,550
2018-04-11,09:47:02,609
2018-04-11,09:49:35,624
2018-04-11,09:54:53,565
2018-04-11,09:57:32,433
2018-04-11,10:00:11,521
2018-04-11,10:03:04,521
2018-04-11,10:05:36,477
2018-04-11,10:08:15,594
2018-04-11,10:10:53,1297
2018-04-11,10:13:33,565
2018-04-11,10:16:03,375
2018-04-11,10:18:41,521
2018-04-11,10:21:13,462
2018-04-11,10:23:54,521
2018-04-11,10:26:32,418
2018-04-11,10:29:03,565
2018-04-11,10:31:47,492
2018-04-11,10:34:30,375
2018-04-11,10:37:04,462
2018-04-11,10:39:41,1122
2018-04-11,10:42:21,536
2018-04-11,10:47:48,521
2018-04-11,10:50:21,858
2018-04-11,10:53:11,653
2018-04-11,10:56:02,1004
2018-04-11,10:58:42,389
2018-04-11,11:01:22,389
2018-04-11,11:06:41,975
2018-04-11,11:09:23,375
2018-04-11,11:11:54,448
2018-04-11,11:14:35,418
2018-04-11,11:17:08,1371
2018-04-11,11:19:45,492
2018-04-11,11:22:16,389
2018-04-11,11:24:55,462
2018-04-11,11:27:29,1488
2018-04-11,11:30:05,448
2018-04-11,11:32:36,111
2018-04-11,11:35:24,418
2018-04-11,11:40:36,375
2018-04-11,11:43:15,418
2018-04-11,11:45:45,1004
2018-04-11,11:48:23,257
2018-04-11,11:50:57,477
2018-04-11,11:56:09,404
2018-04-11,11:58:44,521
2018-04-11,12:01:34,550
2018-04-11,12:04:14,1473
2018-04-11,12:06:48,521
2018-04-11,12:09:40,521
2018-04-11,12:12:16,521
2018-04-11,12:14:48,1458
2018-04-11,12:17:24,624
2018-04-11,12:22:34,609
2018-04-11,12:25:14,506
2018-04-11,12:28:05,624
2018-04-11,12:30:46,653
2018-04-11,12:33:27,667
2018-04-11,12:35:58,550
2018-04-11,12:38:38,667
2018-04-11,12:43:47,594
2018-04-11,12:46:29,1063
2018-04-11,12:49:11,1195
2018-04-11,12:51:50,667
2018-04-11,12:55:01,1151
2018-04-11,12:57:45,697
2018-04-11,13:02:56,755
2018-04-11,13:05:44,726
2018-04-11,13:08:18,1312
2018-04-11,13:11:03,755
2018-04-11,13:13:32,755
2018-04-11,13:16:11,858
2018-04-11,13:18:44,726
2018-04-11,13:21:46,1839
2018-04-11,13:24:21,741
2018-04-11,13:27:26,741
2018-04-11,13:29:58,785
2018-04-11,13:32:38,785
2018-04-11,13:35:11,799
2018-04-11,13:37:56,843
2018-04-11,13:40:28,1415
2018-04-11,13:43:08,1283
2018-04-11,13:48:26,916
